OrderNumber,CustomerID,ProductNr,StoreID,Date,StoreType,Price
23893767,68-686-398-919,Q-139-1987,Store_2368,2018-11-27,Online Store,75.99
23893767,68-686-398-919,G-040-1987,Store_2368,2018-11-27,Online Store,122.59
23893767,68-686-398-919,I-211-2011,Store_2368,2018-11-27,Online Store,68.59
23893767,68-686-398-919,I-262-1989,Store_2368,2018-11-27,Online Store,49.59
23893767,68-686-398-919,J-073-2016,Store_2368,2018-11-27,Online Store,56.59
23893767,68-686-398-919,G-058-1992,Store_2368,2018-11-27,Online Store,13.59
23893767,68-686-398-919,J-067-1988,Store_2368,2018-11-27,Online Store,83.59
23893768,68-686-398-919,C-256-2004,Store_2364,2018-02-24,Online Store,45.99
23893768,68-686-398-919,I-277-1992,Store_2364,2018-02-24,Online Store,96.59
23893768,68-686-398-919,A-286-2013,Store_2364,2018-02-24,Online Store,103.59
23893768,68-686-398-919,I-178-2017,Store_2364,2018-02-24,Online Store,48.59
23893768,68-686-398-919,I-130-2009,Store_2364,2018-02-24,Online Store,32.99
23893768,68-686-398-919,J-223-1982,Store_2364,2018-02-24,Online Store,74.59
23893768,68-686-398-919,B-031-2011,Store_2364,2018-02-24,Online Store,31.59
23893768,68-686-398-919,H-226-1993,Store_2364,2018-02-24,Online Store,42.59
23893769,68-686-398-919,H-049-1989,Store_2458,2018-10-26,Onsite Store,72.99
23893770,68-686-398-919,J-016-2007,Store_2420,2018-12-17,Onsite Store,78.59
23893770,68-686-398-919,N-238-1990,Store_2420,2018-12-17,Onsite Store,77.59
23893770,68-686-398-919,Q-118-2007,Store_2420,2018-12-17,Onsite Store,58.59
23893771,68-686-398-919,F-079-1986,Store_2406,2018-06-10,Onsite Store,16.99
23893771,68-686-398-919,A-181-1998,Store_2406,2018-06-10,Onsite Store,71.59
23893771,68-686-398-919,J-109-1984,Store_2406,2018-06-10,Onsite Store,85.99
23893771,68-686-398-919,Z-226-2007,Store_2406,2018-06-10,Onsite Store,13.59
23893771,68-686-398-919,Z-121-2007,Store_2406,2018-06-10,Onsite Store,29.99
23893771,68-686-398-919,C-109-1995,Store_2406,2018-06-10,Onsite Store,105.59
23893771,68-686-398-919,G-244-1990,Store_2406,2018-06-10,Onsite Store,38.59
23893771,68-686-398-919,W-274-2007,Store_2406,2018-06-10,Onsite Store,28.59
23893772,68-686-398-919,I-190-2009,Store_2408,2018-01-20,Onsite Store,51.99
23893772,68-686-398-919,W-265-2015,Store_2408,2018-01-20,Onsite Store,126.99
23893773,68-686-398-919,V-016-1987,Store_2361,2018-01-05,Online Store,103.99
23893773,68-686-398-919,G-085-1991,Store_2361,2018-01-05,Online Store,90.99
23893774,76-768-727-334,J-124-2012,Store_2453,2018-07-26,Onsite Store,67.99
23893774,76-768-727-334,G-049-2015,Store_2453,2018-07-26,Onsite Store,46.99
23893774,76-768-727-334,Z-175-2008,Store_2453,2018-07-26,Onsite Store,66.99
23893775,76-768-727-334,Q-037-2008,Store_2396,2018-05-07,Online Store,64.59
23893775,76-768-727-334,J-016-1995,Store_2396,2018-05-07,Online Store,58.99
23893775,76-768-727-334,Z-082-2015,Store_2396,2018-05-07,Online Store,46.59
23893776,76-768-727-334,N-208-2013,Store_2454,2018-06-04,Onsite Store,46.59
23893776,76-768-727-334,I-265-1986,Store_2454,2018-06-04,Onsite Store,97.99
23893776,76-768-727-334,G-109-1992,Store_2454,2018-06-04,Onsite Store,40.99
23893777,76-768-727-334,H-178-1982,Store_2463,2018-11-26,Onsite Store,97.99
23893777,76-768-727-334,W-136-2005,Store_2463,2018-11-26,Onsite Store,97.99
23893777,76-768-727-334,I-037-1992,Store_2463,2018-11-26,Onsite Store,87.59
23893777,76-768-727-334,Q-160-1991,Store_2463,2018-11-26,Onsite Store,88.59
23893777,76-768-727-334,V-031-2002,Store_2463,2018-11-26,Onsite Store,61.59
23893777,76-768-727-334,Q-184-1992,Store_2463,2018-11-26,Onsite Store,48.99
23893777,76-768-727-334,I-199-1986,Store_2463,2018-11-26,Onsite Store,69.99
23893778,76-768-727-334,I-187-2007,Store_2466,2018-02-23,Onsite Store,96.59
23893778,76-768-727-334,A-259-2018,Store_2466,2018-02-23,Onsite Store,37.59
23893778,76-768-727-334,F-217-2006,Store_2466,2018-02-23,Onsite Store,106.59
23893778,76-768-727-334,V-265-2003,Store_2466,2018-02-23,Onsite Store,117.99
23893779,76-768-727-334,G-007-1982,Store_2405,2018-06-29,Onsite Store,42.59
23893779,76-768-727-334,F-226-1980,Store_2405,2018-06-29,Onsite Store,54.99
23893779,76-768-727-334,I-013-2006,Store_2405,2018-06-29,Onsite Store,12.99
23893779,76-768-727-334,Z-199-2000,Store_2405,2018-06-29,Onsite Store,50.59
23893779,76-768-727-334,J-211-2017,Store_2405,2018-06-29,Onsite Store,20.99
23893779,76-768-727-334,F-154-1987,Store_2405,2018-06-29,Onsite Store,10.59
23893779,76-768-727-334,B-271-2014,Store_2405,2018-06-29,Onsite Store,64.99
23893779,76-768-727-334,F-190-2003,Store_2405,2018-06-29,Onsite Store,109.59
23893780,76-768-727-334,A-262-1989,Store_2360,2018-07-21,Online Store,91.59
23893780,76-768-727-334,Z-022-1994,Store_2360,2018-07-21,Online Store,37.99
23893780,76-768-727-334,F-043-1997,Store_2360,2018-07-21,Online Store,81.59
23893780,76-768-727-334,V-277-1997,Store_2360,2018-07-21,Online Store,60.59
23893780,76-768-727-334,W-271-2013,Store_2360,2018-07-21,Online Store,66.99
23893781,76-768-727-334,F-250-2013,Store_2452,2018-10-02,Onsite Store,89.99
23893781,76-768-727-334,F-139-2004,Store_2452,2018-10-02,Onsite Store,77.99
23893781,76-768-727-334,J-199-1988,Store_2452,2018-10-02,Onsite Store,66.59
23893781,76-768-727-334,F-169-2001,Store_2452,2018-10-02,Onsite Store,78.59
23893781,76-768-727-334,G-229-1990,Store_2452,2018-10-02,Onsite Store,24.59
23893781,76-768-727-334,N-004-2002,Store_2452,2018-10-02,Onsite Store,72.59
23893781,76-768-727-334,Z-106-1998,Store_2452,2018-10-02,Onsite Store,92.99
23893781,76-768-727-334,C-199-1989,Store_2452,2018-10-02,Onsite Store,58.59
23893782,76-768-727-334,B-163-1985,Store_2357,2018-08-29,Online Store,63.99
23893782,76-768-727-334,B-286-1990,Store_2357,2018-08-29,Online Store,74.59
23893782,76-768-727-334,Q-034-2006,Store_2357,2018-08-29,Online Store,53.59
23893782,76-768-727-334,A-139-1996,Store_2357,2018-08-29,Online Store,87.99
23893783,64-645-752-219,N-088-1992,Store_2475,2018-09-11,Onsite Store,66.59
23893783,64-645-752-219,F-229-1984,Store_2475,2018-09-11,Onsite Store,97.99
23893783,64-645-752-219,A-097-2008,Store_2475,2018-09-11,Onsite Store,68.59
23893783,64-645-752-219,H-253-2006,Store_2475,2018-09-11,Onsite Store,53.59
23893783,64-645-752-219,W-115-1994,Store_2475,2018-09-11,Onsite Store,42.59
23893784,64-645-752-219,N-124-2008,Store_2385,2018-09-18,Online Store,73.99
23893784,64-645-752-219,A-229-2002,Store_2385,2018-09-18,Online Store,83.99
23893784,64-645-752-219,W-010-2012,Store_2385,2018-09-18,Online Store,33.59
23893785,64-645-752-219,F-169-2003,Store_2443,2018-04-02,Onsite Store,84.99
23893785,64-645-752-219,V-061-2014,Store_2443,2018-04-02,Onsite Store,68.99
23893785,64-645-752-219,A-046-1998,Store_2443,2018-04-02,Onsite Store,120.99
23893785,64-645-752-219,H-148-2002,Store_2443,2018-04-02,Onsite Store,55.99
23893785,64-645-752-219,G-082-1994,Store_2443,2018-04-02,Onsite Store,69.59
23893785,64-645-752-219,G-169-2006,Store_2443,2018-04-02,Onsite Store,81.59
23893785,64-645-752-219,A-277-1983,Store_2443,2018-04-02,Onsite Store,41.59
23893786,64-645-752-219,I-181-1993,Store_2450,2018-06-26,Onsite Store,38.59
23893786,64-645-752-219,F-019-1980,Store_2450,2018-06-26,Onsite Store,105.99
23893786,64-645-752-219,F-187-1984,Store_2450,2018-06-26,Onsite Store,51.59
23893786,64-645-752-219,F-196-2004,Store_2450,2018-06-26,Onsite Store,43.59
23893786,64-645-752-219,Z-061-2003,Store_2450,2018-06-26,Onsite Store,93.99
23893787,64-645-752-219,I-004-2018,Store_2477,2018-01-22,Onsite Store,73.59
23893787,64-645-752-219,Z-139-2005,Store_2477,2018-01-22,Onsite Store,59.99
23893787,64-645-752-219,G-085-1994,Store_2477,2018-01-22,Onsite Store,32.99
23893787,64-645-752-219,F-253-2002,Store_2477,2018-01-22,Onsite Store,97.99
23893787,64-645-752-219,F-079-1982,Store_2477,2018-01-22,Onsite Store,54.99
23893787,64-645-752-219,I-016-2009,Store_2477,2018-01-22,Onsite Store,49.99
23893787,64-645-752-219,F-160-1993,Store_2477,2018-01-22,Onsite Store,65.59
23893787,64-645-752-219,V-031-1992,Store_2477,2018-01-22,Onsite Store,97.59
23893787,64-645-752-219,N-070-1985,Store_2477,2018-01-22,Onsite Store,41.99
23893787,64-645-752-219,A-082-1986,Store_2477,2018-01-22,Onsite Store,88.59
23893788,64-645-752-219,F-013-2010,Store_2451,2018-04-28,Onsite Store,77.59
23893788,64-645-752-219,Z-130-1985,Store_2451,2018-04-28,Onsite Store,87.99
23893788,64-645-752-219,B-100-2002,Store_2451,2018-04-28,Onsite Store,81.59
23893788,64-645-752-219,B-271-2009,Store_2451,2018-04-28,Onsite Store,109.59
23893788,64-645-752-219,V-049-1998,Store_2451,2018-04-28,Onsite Store,79.99
23893788,64-645-752-219,H-259-1998,Store_2451,2018-04-28,Onsite Store,66.59
23893788,64-645-752-219,J-127-1989,Store_2451,2018-04-28,Onsite Store,97.59
23893789,64-645-752-219,C-211-2015,Store_2419,2018-12-18,Onsite Store,105.99
23893789,64-645-752-219,J-103-2006,Store_2419,2018-12-18,Onsite Store,36.59
23893789,64-645-752-219,Z-229-2011,Store_2419,2018-12-18,Onsite Store,84.59
23893789,64-645-752-219,G-238-2009,Store_2419,2018-12-18,Onsite Store,117.59
23893789,64-645-752-219,Q-253-2014,Store_2419,2018-12-18,Onsite Store,78.59
23893789,64-645-752-219,V-172-2005,Store_2419,2018-12-18,Onsite Store,36.99
23893790,64-645-752-219,I-100-2007,Store_2402,2018-03-04,Onsite Store,63.99
23893790,64-645-752-219,H-274-1986,Store_2402,2018-03-04,Onsite Store,125.99
23893790,64-645-752-219,C-130-1982,Store_2402,2018-03-04,Onsite Store,61.99
23893790,64-645-752-219,J-175-1985,Store_2402,2018-03-04,Onsite Store,56.99
23893791,64-645-752-219,B-187-1988,Store_2438,2018-02-22,Onsite Store,116.99
23893791,64-645-752-219,J-271-1987,Store_2438,2018-02-22,Onsite Store,56.59
23893791,64-645-752-219,G-256-2007,Store_2438,2018-02-22,Onsite Store,85.99
23893791,64-645-752-219,V-217-1981,Store_2438,2018-02-22,Onsite Store,42.59
23893792,24-242-727-573,W-232-2006,Store_2388,2018-01-27,Online Store,73.99
23893792,24-242-727-573,V-235-1983,Store_2388,2018-01-27,Online Store,74.59
23893792,24-242-727-573,H-289-2004,Store_2388,2018-01-27,Online Store,57.99
23893793,24-242-727-573,C-268-2013,Store_2418,2018-10-12,Onsite Store,82.59
23893793,24-242-727-573,B-016-2001,Store_2418,2018-10-12,Onsite Store,77.99
23893793,24-242-727-573,V-226-1988,Store_2418,2018-10-12,Onsite Store,119.99
23893793,24-242-727-573,B-175-2005,Store_2418,2018-10-12,Onsite Store,109.59
23893794,24-242-727-573,I-289-2000,Store_2473,2018-09-01,Onsite Store,28.59
23893794,24-242-727-573,F-043-2017,Store_2473,2018-09-01,Onsite Store,85.59
23893794,24-242-727-573,N-124-1991,Store_2473,2018-09-01,Onsite Store,71.99
23893794,24-242-727-573,I-145-2016,Store_2473,2018-09-01,Onsite Store,80.99
23893794,24-242-727-573,A-052-1985,Store_2473,2018-09-01,Onsite Store,39.59
23893795,24-242-727-573,I-022-1981,Store_2391,2018-03-14,Online Store,67.59
23893795,24-242-727-573,A-226-1986,Store_2391,2018-03-14,Online Store,73.59
23893795,24-242-727-573,A-247-1981,Store_2391,2018-03-14,Online Store,64.99
23893795,24-242-727-573,G-211-2015,Store_2391,2018-03-14,Online Store,61.99
23893795,24-242-727-573,V-271-1980,Store_2391,2018-03-14,Online Store,88.59
23893795,24-242-727-573,J-193-2014,Store_2391,2018-03-14,Online Store,32.59
23893796,24-242-727-573,Z-070-2012,Store_2413,2018-05-24,Onsite Store,76.59
23893796,24-242-727-573,J-232-1982,Store_2413,2018-05-24,Onsite Store,95.99
23893796,24-242-727-573,F-118-1998,Store_2413,2018-05-24,Onsite Store,33.99
23893796,24-242-727-573,J-220-2016,Store_2413,2018-05-24,Onsite Store,131.59
23893796,24-242-727-573,F-052-1986,Store_2413,2018-05-24,Onsite Store,61.99
23893796,24-242-727-573,G-214-2016,Store_2413,2018-05-24,Onsite Store,90.59
23893797,24-242-727-573,Z-022-2008,Store_2367,2018-03-12,Online Store,90.59
23893797,24-242-727-573,B-079-2017,Store_2367,2018-03-12,Online Store,59.99
23893797,24-242-727-573,I-142-2018,Store_2367,2018-03-12,Online Store,48.99
23893798,24-242-727-573,G-073-2011,Store_2430,2018-01-28,Onsite Store,87.99
23893799,24-242-727-573,H-256-1984,Store_2464,2018-11-08,Onsite Store,55.99
23893799,24-242-727-573,H-028-1997,Store_2464,2018-11-08,Onsite Store,39.99
23893800,24-242-727-573,W-241-1995,Store_2355,2018-09-23,Online Store,27.59
23893800,24-242-727-573,W-202-2013,Store_2355,2018-09-23,Online Store,64.99
23893800,24-242-727-573,N-199-2015,Store_2355,2018-09-23,Online Store,120.99
23893800,24-242-727-573,Z-298-2011,Store_2355,2018-09-23,Online Store,68.99
23893801,59-594-164-957,N-079-2004,Store_2432,2018-10-22,Onsite Store,71.59
23893802,59-594-164-957,W-220-2003,Store_2363,2018-05-06,Online Store,51.99
23893802,59-594-164-957,I-217-1988,Store_2363,2018-05-06,Online Store,84.99
23893802,59-594-164-957,I-043-1981,Store_2363,2018-05-06,Online Store,65.59
23893802,59-594-164-957,C-175-2017,Store_2363,2018-05-06,Online Store,85.99
23893802,59-594-164-957,Z-055-1998,Store_2363,2018-05-06,Online Store,44.99
23893803,59-594-164-957,V-040-1983,Store_2411,2018-02-28,Onsite Store,69.99
23893803,59-594-164-957,C-289-1998,Store_2411,2018-02-28,Onsite Store,41.59
23893803,59-594-164-957,A-031-2005,Store_2411,2018-02-28,Onsite Store,83.99
23893803,59-594-164-957,Z-193-2004,Store_2411,2018-02-28,Onsite Store,44.59
23893804,59-594-164-957,Q-031-2007,Store_2387,2018-01-11,Online Store,79.99
23893804,59-594-164-957,N-166-2018,Store_2387,2018-01-11,Online Store,97.99
23893804,59-594-164-957,J-241-1999,Store_2387,2018-01-11,Online Store,40.59
23893804,59-594-164-957,W-265-1987,Store_2387,2018-01-11,Online Store,32.59
23893804,59-594-164-957,C-283-2003,Store_2387,2018-01-11,Online Store,33.99
23893804,59-594-164-957,F-292-2007,Store_2387,2018-01-11,Online Store,100.59
23893805,59-594-164-957,J-028-2017,Store_2456,2018-03-08,Onsite Store,115.99
23893805,59-594-164-957,H-070-2017,Store_2456,2018-03-08,Onsite Store,73.59
23893805,59-594-164-957,V-172-1994,Store_2456,2018-03-08,Onsite Store,107.59
23893806,59-594-164-957,H-268-1992,Store_2349,2018-12-25,Online Store,96.59
23893806,59-594-164-957,W-151-2006,Store_2349,2018-12-25,Online Store,13.99
23893806,59-594-164-957,N-076-1993,Store_2349,2018-12-25,Online Store,77.99
23893806,59-594-164-957,B-106-2009,Store_2349,2018-12-25,Online Store,88.59
23893806,59-594-164-957,B-082-1993,Store_2349,2018-12-25,Online Store,93.59
23893806,59-594-164-957,Q-262-2004,Store_2349,2018-12-25,Online Store,47.99
23893806,59-594-164-957,G-262-1992,Store_2349,2018-12-25,Online Store,132.99
23893806,59-594-164-957,Q-154-1986,Store_2349,2018-12-25,Online Store,90.99
23893806,59-594-164-957,F-193-2012,Store_2349,2018-12-25,Online Store,69.99
23893806,59-594-164-957,N-037-2004,Store_2349,2018-12-25,Online Store,51.59
23893806,59-594-164-957,A-085-1993,Store_2349,2018-12-25,Online Store,115.99
23893807,59-594-164-957,H-196-1998,Store_2398,2018-08-20,Onsite Store,53.99
23893807,59-594-164-957,B-268-2002,Store_2398,2018-08-20,Onsite Store,74.99
23893807,59-594-164-957,G-100-2015,Store_2398,2018-08-20,Onsite Store,21.99
23893807,59-594-164-957,Z-115-1993,Store_2398,2018-08-20,Onsite Store,65.99
23893807,59-594-164-957,C-274-2010,Store_2398,2018-08-20,Onsite Store,41.99
23893808,59-594-164-957,Z-028-2008,Store_2465,2018-02-13,Onsite Store,95.59
23893808,59-594-164-957,Z-298-1996,Store_2465,2018-02-13,Onsite Store,60.99
23893808,59-594-164-957,Q-211-2015,Store_2465,2018-02-13,Onsite Store,113.99
23893809,59-594-164-957,Z-079-1985,Store_2455,2018-11-20,Onsite Store,75.59
23893809,59-594-164-957,Q-277-1993,Store_2455,2018-11-20,Onsite Store,122.59
23893809,59-594-164-957,Q-064-1985,Store_2455,2018-11-20,Onsite Store,99.99
23893809,59-594-164-957,B-007-1989,Store_2455,2018-11-20,Onsite Store,37.59
23893809,59-594-164-957,H-280-2014,Store_2455,2018-11-20,Onsite Store,68.59
23893809,59-594-164-957,B-244-2010,Store_2455,2018-11-20,Onsite Store,94.59
23893810,79-797-806-665,F-232-1997,Store_2414,2018-12-11,Onsite Store,109.59
23893811,79-797-806-665,B-208-1991,Store_2429,2018-06-17,Onsite Store,65.99
23893811,79-797-806-665,G-118-1989,Store_2429,2018-06-17,Onsite Store,65.59
23893811,79-797-806-665,I-034-2008,Store_2429,2018-06-17,Onsite Store,84.59
23893811,79-797-806-665,A-022-1984,Store_2429,2018-06-17,Onsite Store,64.99
23893812,79-797-806-665,F-136-2004,Store_2471,2018-05-15,Onsite Store,70.99
23893812,79-797-806-665,B-112-1999,Store_2471,2018-05-15,Onsite Store,62.99
23893812,79-797-806-665,V-136-1985,Store_2471,2018-05-15,Onsite Store,43.59
23893812,79-797-806-665,V-166-1994,Store_2471,2018-05-15,Onsite Store,71.99
23893812,79-797-806-665,G-034-1981,Store_2471,2018-05-15,Onsite Store,60.99
23893813,79-797-806-665,C-052-2013,Store_2436,2018-01-23,Onsite Store,69.59
23893813,79-797-806-665,N-202-2015,Store_2436,2018-01-23,Onsite Store,107.99
23893813,79-797-806-665,I-118-1998,Store_2436,2018-01-23,Onsite Store,79.59
23893813,79-797-806-665,F-073-1980,Store_2436,2018-01-23,Onsite Store,90.59
23893813,79-797-806-665,I-292-2015,Store_2436,2018-01-23,Onsite Store,106.99
23893813,79-797-806-665,J-151-1995,Store_2436,2018-01-23,Onsite Store,60.59
23893813,79-797-806-665,F-097-2003,Store_2436,2018-01-23,Onsite Store,61.99
23893813,79-797-806-665,Q-238-2013,Store_2436,2018-01-23,Onsite Store,60.99
23893814,79-797-806-665,Z-235-2001,Store_2399,2018-07-01,Onsite Store,95.99
23893814,79-797-806-665,F-121-1991,Store_2399,2018-07-01,Onsite Store,77.59
23893814,79-797-806-665,Q-124-1983,Store_2399,2018-07-01,Onsite Store,44.99
23893814,79-797-806-665,A-262-2001,Store_2399,2018-07-01,Onsite Store,85.99
23893814,79-797-806-665,V-154-2003,Store_2399,2018-07-01,Onsite Store,56.59
23893814,79-797-806-665,Q-100-1987,Store_2399,2018-07-01,Onsite Store,61.59
23893814,79-797-806-665,Z-103-1984,Store_2399,2018-07-01,Onsite Store,37.59
23893815,79-797-806-665,F-187-1994,Store_2386,2018-01-17,Online Store,69.99
23893815,79-797-806-665,V-274-2011,Store_2386,2018-01-17,Online Store,52.99
23893815,79-797-806-665,Q-205-2005,Store_2386,2018-01-17,Online Store,39.99
23893815,79-797-806-665,B-025-2010,Store_2386,2018-01-17,Online Store,55.99
23893815,79-797-806-665,G-001-2004,Store_2386,2018-01-17,Online Store,76.59
23893816,79-797-806-665,B-235-2002,Store_2474,2018-01-04,Onsite Store,85.59
23893816,79-797-806-665,I-088-2012,Store_2474,2018-01-04,Onsite Store,56.59
23893816,79-797-806-665,F-202-1987,Store_2474,2018-01-04,Onsite Store,34.59
23893817,79-797-806-665,I-091-1983,Store_2379,2018-03-19,Online Store,61.59
23893817,79-797-806-665,W-013-1989,Store_2379,2018-03-19,Online Store,52.59
23893817,79-797-806-665,H-181-2016,Store_2379,2018-03-19,Online Store,39.99
23893817,79-797-806-665,A-016-1998,Store_2379,2018-03-19,Online Store,70.99
23893817,79-797-806-665,V-208-2008,Store_2379,2018-03-19,Online Store,54.99
23893817,79-797-806-665,Q-238-1985,Store_2379,2018-03-19,Online Store,88.59
23893818,79-797-806-665,N-085-1993,Store_2416,2018-07-30,Onsite Store,104.99
23893818,79-797-806-665,I-184-1986,Store_2416,2018-07-30,Onsite Store,97.59
23893818,79-797-806-665,F-298-1992,Store_2416,2018-07-30,Onsite Store,96.59
23893818,79-797-806-665,B-076-1982,Store_2416,2018-07-30,Onsite Store,14.99
23893818,79-797-806-665,A-208-1995,Store_2416,2018-07-30,Onsite Store,110.99
23893818,79-797-806-665,F-109-2004,Store_2416,2018-07-30,Onsite Store,73.59
23893818,79-797-806-665,Z-043-2004,Store_2416,2018-07-30,Onsite Store,89.99
23893818,79-797-806-665,J-280-1980,Store_2416,2018-07-30,Onsite Store,92.99
23893819,81-811-561-448,A-088-1986,Store_2351,2018-06-03,Online Store,65.99
23893820,81-811-561-448,N-145-2004,Store_2415,2018-05-23,Onsite Store,59.59
23893820,81-811-561-448,A-121-2004,Store_2415,2018-05-23,Onsite Store,55.99
23893820,81-811-561-448,V-292-2011,Store_2415,2018-05-23,Onsite Store,88.99
23893820,81-811-561-448,C-073-2016,Store_2415,2018-05-23,Onsite Store,106.59
23893820,81-811-561-448,Q-190-2008,Store_2415,2018-05-23,Onsite Store,41.59
23893820,81-811-561-448,N-238-1984,Store_2415,2018-05-23,Onsite Store,94.59
23893821,81-811-561-448,J-133-1988,Store_2424,2018-11-03,Onsite Store,94.99
23893821,81-811-561-448,Q-241-1981,Store_2424,2018-11-03,Onsite Store,56.99
